baName,postId,title,content,publishTime,date,available_date
002096,1386917564,还是不让放烟花今年还是悬偷偷放[捂脸][捂脸],$易普力(SZ002096)$ 还是不让放烟花 今年还是悬 偷偷放[捂脸][捂脸],2024-01-01 00:09:47,2024-01-01,2024-01-02
000735,1386917565,新年快乐,新年快乐,2024-01-01 00:09:49,2024-01-01,2024-01-02
002456,1386917566,欧菲光2024年预计可以达到15-18元,欧菲光2024年预计可以达到15-18元,2024-01-01 00:09:49,2024-01-01,2024-01-02
301526,1386917581,祝大家新年快乐财源滚滚！2024股市长虹！一起涨不停！加油加油加油！,$C国际复(SZ301526)$ 祝大家新年快乐财源滚滚！2024股市长虹！一起涨不停！加油加油加油！,2024-01-01 00:10:11,2024-01-01,2024-01-02
002683,1386917586,$广东宏大(SZ002683)$,$广东宏大(SZ002683)$,2024-01-01 00:10:18,2024-01-01,2024-01-02
600307,1386917594,核电概念，蛰伏已久，大涨在即,$酒钢宏兴(SH600307)$ 核电概念，蛰伏已久，大涨在即,2024-01-01 00:10:25,2024-01-01,2024-01-02
300002,1386917602,祝泰岳的各位股友2024旺旺旺，一路涨到100元发大财[爱心][爱心][爱心],祝泰岳的各位股友2024旺旺旺，一路涨到100元发大财[爱心][爱心][爱心],2024-01-01 00:10:42,2024-01-01,2024-01-02
002513,1386917609,一个新判断:接下来迎接新高，兄弟们,$蓝丰生化(SZ002513)$ 一个新判断:接下来迎接新高，兄弟们,2024-01-01 00:10:57,2024-01-01,2024-01-02
600641,1386917611,愿新年胜旧年,$万业企业(SH600641)$ 愿新年胜旧年,2024-01-01 00:10:58,2024-01-01,2024-01-02
000046,1386917614,2024期待泛海带着我们奔赴未来，期待你翻身,$*ST泛海(SZ000046)$ 2024期待泛海带着我们奔赴未来，期待你翻身,2024-01-01 00:11:01,2024-01-01,2024-01-02
002021,1386917615,至少5个跌停板,至少5个跌停板,2024-01-01 00:11:01,2024-01-01,2024-01-02
300799,1386917617,不怪的新股总是能发出去，左江吧这里找到答案了,$*ST左江(SZ300799)$ 不怪的新股总是能发出去，左江吧这里找到答案了,2024-01-01 00:11:04,2024-01-01,2024-01-02
601127,1386917618,除了10大股东持股流通在外的不到480亿这点筹码看谁能快速拿到手了未来股价200,除了10大股东持股 流通在外的不到480亿 这点筹码看谁能快速拿到手了 未来股价200不在话下,2024-01-01 00:11:07,2024-01-01,2024-01-02
002416,1386917620,今年十倍股,今年十倍股,2024-01-01 00:11:08,2024-01-01,2024-01-02
002559,1386917621,股东们新年快乐，股票涨涨涨,$亚威股份(SZ002559)$ 股东们新年快乐，股票涨涨涨,2024-01-01 00:11:10,2024-01-01,2024-01-02
002717,1386917627,希望一年的好运从岭南开始,$岭南股份(SZ002717)$ 希望一年的好运从岭南开始,2024-01-01 00:11:22,2024-01-01,2024-01-02
601818,1386917630,龙年大吉！[献花]祝福所有的投资者以及自己:新年快乐！平安健康！投资顺利！拥有光,龙年大吉！[献花]祝福所有的投资者以及自己:新年快乐！平安健康！投资顺利！拥有光大银行，就拥有了财富增值的密码！[献花][献花][献花][献花][献花][献花],2024-01-01 00:11:25,2024-01-01,2024-01-02
603711,1386917632,看来是要走加速了，买不进去了,$香飘飘(SH603711)$ 看来是要走加速了，买不进去了,2024-01-01 00:11:31,2024-01-01,2024-01-02
002682,1386917634,龙年到，龙洲跃，龙的传人也光耀，中国人是龙！龙腾天下，祝祖国繁荣昌盛！,$龙洲股份(SZ002682)$ 龙年到，龙洲跃，龙的传人也光耀，中国人是龙！龙腾天下，祝祖国繁荣昌盛！,2024-01-01 00:11:33,2024-01-01,2024-01-02
603004,1386917635,我的所有评论归零,我的所有评论归零,2024-01-01 00:11:39,2024-01-01,2024-01-02
000564,1386917636,2024来了，让我们继续积极力争，全力以赴引进战投。因为我们有了期待，也因为我们,2024来了，让我们继续积极力争，全力以赴引进战投。因为我们有了期待，也因为我们能够力争全力，那么就接着潜伏守候吧！[偷笑][偷笑][偷笑][偷笑],2024-01-01 00:11:39,2024-01-01,2024-01-02
002699,1386917641,祝愿2024年各位股友股市长虹！,祝愿2024年各位股友股市长虹！,2024-01-01 00:11:48,2024-01-01,2024-01-02
300418,1386917642,HappyNewYear,$昆仑万维(SZ300418)$ Happy New Year,2024-01-01 00:11:51,2024-01-01,2024-01-02
002570,1386917643,贝因美2023年渣，2024年也许变为优等生呢,贝因美2023年渣，2024年也许变为优等生呢,2024-01-01 00:11:51,2024-01-01,2024-01-02
002252,1386917650,2024，祝愿莱士越来越好，祝愿大家健康平安发财,2024，祝愿莱士越来越好，祝愿大家健康平安发财,2024-01-01 00:12:02,2024-01-01,2024-01-02
300467,1386917653,[火箭]迅游科技的庄家和散户们辛苦了[财神]2024赚10个亿[大笑],$迅游科技(SZ300467)$ [火箭]迅游科技的庄家和散户们辛苦了[财神]2024赚10个亿[大笑],2024-01-01 00:12:11,2024-01-01,2024-01-02
600895,1386917657,2024期待暴涨,2024期待暴涨,2024-01-01 00:12:23,2024-01-01,2024-01-02
600383,1386917658,2023年金地险守前10，相信24年会触底反弹吧，大家新年快乐,$金地集团(SH600383)$ 2023年金地险守前10，相信24年会触底反弹吧，大家新年快乐,2024-01-01 00:12:23,2024-01-01,2024-01-02
600170,1386917659,挖槽，还有这么垃圾的股啊，连反弹都没有，周一买入一千股[大笑],挖槽，还有这么垃圾的股啊，连反弹都没有，周一买入一千股[大笑],2024-01-01 00:12:27,2024-01-01,2024-01-02
600571,1386917661,转发,转发,2024-01-01 00:12:28,2024-01-01,2024-01-02
601012,1386917662,有种你就在跌一年,$隆基绿能(SH601012)$ 有种你就在跌一年,2024-01-01 00:12:29,2024-01-01,2024-01-02
600418,1386917663,北汽蓝谷投了十几个亿改造生产线。江淮投102亿，新建生产线。都是和华为合作，差别,$江淮汽车(SH600418)$北汽蓝谷投了十几个亿改造生产线。江淮投102亿，新建生产线。都是和华为合作，差别有点大。华为的四界合作伙伴，都值得关注。,2024-01-01 00:12:30,2024-01-01,2024-01-02
002373,1386917665,蚂蚁集团24年年上市了吗,$千方科技(SZ002373)$ 蚂蚁集团24年年上市了吗,2024-01-01 00:12:33,2024-01-01,2024-01-02
002739,1386917668,打破中国影史同期票房最高记录,$万达电影(SZ002739)$打破中国影史同期票房最高记录,2024-01-01 00:12:36,2024-01-01,2024-01-02
600303,1386917678,祝大家元旦快乐新的2024，希望都能得偿所愿,$ST曙光(SH600303)$ 祝大家元旦快乐 新的2024，希望都能得偿所愿,2024-01-01 00:12:52,2024-01-01,2024-01-02
002812,1386917683,2024期待暴涨,2024期待暴涨,2024-01-01 00:12:56,2024-01-01,2024-01-02
600807,1386917691,发发发,发发发,2024-01-01 00:13:10,2024-01-01,2024-01-02
002456,1386917692,负债率有点高了吧，,负债率有点高了吧，,2024-01-01 00:13:11,2024-01-01,2024-01-02
301236,1386917696,祝各位投资者元旦快乐！万象更新！,$软通动力(SZ301236)$ 祝各位投资者元旦快乐！万象更新！,2024-01-01 00:13:18,2024-01-01,2024-01-02
002308,1386917697,$威创股份(SZ002308)$,$威创股份(SZ002308)$,2024-01-01 00:13:19,2024-01-01,2024-01-02
600713,1386917698,2024期待暴涨,2024期待暴涨,2024-01-01 00:13:22,2024-01-01,2024-01-02
601166,1386917699,好事就要做好！！,周二开盘兴业又大涨5个点， 全天收盘涨3个点， 带动大盘继续上升40个点， 难道兴业不配涨停吗？？2023年报十送三股分5元。,2024-01-01 00:13:22,2024-01-01,2024-01-02
603002,1386917700,2024您早！在辞旧迎新的夜晚，祝大家新年快乐！愿平安，日复一日！愿幸福，年复一,$宏昌电子(SH603002)$ 2024您早！在辞旧迎新的夜晚，祝大家新年快乐！愿平安，日复一日！愿幸福，年复一年！愿健康，久久相伴！愿快乐，时时拥有！愿宏昌，繁荣昌盛！股价翻番，愿你2024，财富自由！,2024-01-01 00:13:25,2024-01-01,2024-01-02
603158,1386917703,腾龙,$腾龙股份(SH603158)$腾龙,2024-01-01 00:13:28,2024-01-01,2024-01-02
300007,1386917705,新年买买买！,$汉威科技(SZ300007)$ 新年买买买！,2024-01-01 00:13:30,2024-01-01,2024-01-02
600106,1386917707,十倍股,十倍股,2024-01-01 00:13:31,2024-01-01,2024-01-02
600116,1386917708,$三峡水利(SH600116)$,$三峡水利(SH600116)$,2024-01-01 00:13:35,2024-01-01,2024-01-02
000584,1386917711,2024，翻倍加油,2024，翻倍加油,2024-01-01 00:13:39,2024-01-01,2024-01-02
600859,1386917712,新年快乐,新年快乐,2024-01-01 00:13:42,2024-01-01,2024-01-02
002660,1386917714,二连板以前，已经有出现过两个涨停，且每个涨停之后都进行了充分的洗盘，随后的二连板,二连板以前，已经有出现过两个涨停，且每个涨停之后都进行了充分的洗盘，随后的二连板又是换手板，节后应该加速。这也是人气高的原因。,2024-01-01 00:13:47,2024-01-01,2024-01-02
601288,1386917716,元旦快乐！,元旦快乐！,2024-01-01 00:13:50,2024-01-01,2024-01-02
002241,1386917718,大家新年快乐，股市一路长虹，发发发,$歌尔股份(SZ002241)$ 大家新年快乐，股市一路长虹，发发发,2024-01-01 00:13:52,2024-01-01,2024-01-02
001308,1386917721,跨年，周二涨停,$康冠科技(SZ001308)$ 跨年，周二涨停,2024-01-01 00:13:56,2024-01-01,2024-01-02
002045,1386917722,大家跟我一起念：N-iu,$国光电器(SZ002045)$ 大家跟我一起念：N-iu,2024-01-01 00:13:57,2024-01-01,2024-01-02
002069,1386917724,股价不涨，买不起海参。只能吃吃海鲜酱。[旺柴],$獐子岛(SZ002069)$股价不涨，买不起海参。只能吃吃海鲜酱。[旺柴],2024-01-01 00:14:00,2024-01-01,2024-01-02
301578,1386917725,遥控器能有啥价值，能有啥未来。没行业，没故事，无政策支持，没有想象空间。[想一下,$C辰奕(SZ301578)$ 遥控器能有啥价值，能有啥未来。没行业，没故事，无政策支持，没有想象空间。 [想一下][想一下],2024-01-01 00:14:04,2024-01-01,2024-01-02
000012,1386917728,祝2024年发大财,祝2024年发大财,2024-01-01 00:14:07,2024-01-01,2024-01-02
600641,1386917729,万业2024一路长虹,万业2024一路长虹,2024-01-01 00:14:08,2024-01-01,2024-01-02
300742,1386917730,我的会计只考了97分，《公司法》考了89，《金融法》考了83，有会计专业成绩好的,我的会计只考了97分，《公司法》考了89，《金融法》考了83，有会计专业成绩好的吗，解读下跨年入账问题！,2024-01-01 00:14:09,2024-01-01,2024-01-02
603877,1386917732,这里竟然没有发利好消息出来,这里竟然没有发利好消息出来,2024-01-01 00:14:12,2024-01-01,2024-01-02
300105,1386917735,龙年开门红，龙字头走起。,$龙源技术(SZ300105)$ 龙年开门红，龙字头走起。,2024-01-01 00:14:15,2024-01-01,2024-01-02
600567,1386917739,看看吴董的新年贺词,$山鹰国际(SH600567)$ 看看吴董的新年贺词,2024-01-01 00:14:22,2024-01-01,2024-01-02
300742,1386917740,gameover，今年损失惨重,$*ST越博(SZ300742)$ game over，今年损失惨重,2024-01-01 00:14:22,2024-01-01,2024-01-02
300742,1386917742,周二买不到了，新注入的龙九公司账面好几个亿现金呢？十个板没问题哇,周二买不到了，新注入的龙九公司账面好几个亿现金呢？十个板没问题哇,2024-01-01 00:14:26,2024-01-01,2024-01-02
000980,1386917753,祝众泰新能源汽车新年大吉大利[拳头]，4款新车全部上市，业绩蒸蒸日上，[上涨][,$众泰汽车(SZ000980)$ 祝众泰新能源汽车新年大吉大利[拳头]，4款新车全部上市，业绩蒸蒸日上，[上涨][上涨][上涨][上涨][上涨][上涨][上涨][上涨][上涨][上涨][上涨][上涨][上涨][上涨][上涨][上涨],2024-01-01 00:14:41,2024-01-01,2024-01-02
002625,1386917755,[图片],,2024-01-01 00:14:49,2024-01-01,2024-01-02
301236,1386917757,战友们，新年快乐，投资顺利。。,$软通动力(SZ301236)$ 战友们，新年快乐，投资顺利。。,2024-01-01 00:15:01,2024-01-01,2024-01-02
000711,1386917759,财务造假也敢买？,财务造假也敢买？,2024-01-01 00:15:02,2024-01-01,2024-01-02
002096,1386917763,易普力不蹭烟花题材是好事，该怎么走怎么走，别让烟花题材当搅棍。,$易普力(SZ002096)$ 易普力不蹭烟花题材是好事，该怎么走怎么走，别让烟花题材当搅棍。,2024-01-01 00:15:08,2024-01-01,2024-01-02
002660,1386917768,哎，没有买点了，周二一字板了，不是一字板直接砸了,哎，没有买点了，周二一字板了，不是一字板直接砸了,2024-01-01 00:15:18,2024-01-01,2024-01-02
300456,1386917770,祝各位股友2024年身体健康，财源广进，阖家欢乐！,$赛微电子(SZ300456)$ 祝各位股友2024年身体健康，财源广进，阖家欢乐！,2024-01-01 00:15:21,2024-01-01,2024-01-02
000625,1386917774,祝；长安汽车元旦快乐，一路长虹。,祝；长安汽车元旦快乐，一路长虹。,2024-01-01 00:15:32,2024-01-01,2024-01-02
601618,1386917775,$中国中冶(SH601618)$,$中国中冶(SH601618)$,2024-01-01 00:15:33,2024-01-01,2024-01-02
603396,1386917776,C919大飞机实现商飞，国产大型邮轮完成试航，神舟家族太空接力，“奋斗者”号极限,C919大飞机实现商飞，国产大型邮轮完成试航，神舟家族太空接力，“奋斗者”号极限深潜。国货潮牌广受欢迎，国产新手机一机难求，新能源汽车、锂电池、光伏产品给中国制造增添了新亮色。中国以自强不息的精神奋力攀登，到处都是日新月异的创造。,2024-01-01 00:15:35,2024-01-01,2024-01-02
873576,1386917777,上周五开始抢筹杀入了，预计节后要开始持续放量突破了,上周五开始抢筹杀入了，预计节后要开始持续放量突破了,2024-01-01 00:15:37,2024-01-01,2024-01-02
603004,1386917779,我炒的不是股，是黯淡人生的希望！是叫醒屈服灵魂的力量！是心有不甘后重新找到的方向,我炒的不是股，是黯淡人生的希望！是叫醒屈服灵魂的力量！是心有不甘后重新找到的方向！是儿时梦想烧成灰！是生活琐事里高高举起的杯！更是崩溃之后重见曙光的振翅高飞！我们必须严格自律潜心专注地学习和交易，不断放大提升自己的境界和格局！我们必须坚决果断，不做墙头草马后炮！要想在股市中成为赢家，必须经历过地狱般的折磨，才能具有征服天堂的力量！需要战胜的只是自己！再见2023，感恩相见！致敬2024，万事可期！,2024-01-01 00:15:42,2024-01-01,2024-01-02
300116,1386917781,2024新能源锂电池前途可期！,新能源、锂电池和光伏值得期待！,2024-01-01 00:15:45,2024-01-01,2024-01-02
300759,1386917784,龙年大吉，康龙无敌,龙年大吉，康龙无敌,2024-01-01 00:15:56,2024-01-01,2024-01-02
688180,1386917785,老熊啊2024年给股民们一口汤喝吧,老熊啊2024年给股民们一口汤喝吧,2024-01-01 00:15:58,2024-01-01,2024-01-02
600055,1386917787,2024万东，一路长红！,$万东医疗(SH600055)$ 2024万东，一路长红！,2024-01-01 00:16:02,2024-01-01,2024-01-02
002519,1386917788,祝吧友及全家人新的一年健康平安快乐吉祥万事如意！龙年大发财！,$银河电子(SZ002519)$ 祝吧友及全家人新的一年健康平安快乐吉祥万事如意！龙年大发财！,2024-01-01 00:16:04,2024-01-01,2024-01-02
300742,1386917797,今天没公告很正常，明天公告是31号前完成，就没问题，因为交易所规定31号不能发，,$*ST越博(SZ300742)$ 今天没公告很正常，明天公告是31号前完成，就没问题，因为交易所规定31号不能发，明天没有那大概率真的凉了。,2024-01-01 00:16:21,2024-01-01,2024-01-02
600630,1386917798,繁花带领上海股继续跨年龙,$龙头股份(SH600630)$ 繁花带领上海股继续跨年龙,2024-01-01 00:16:21,2024-01-01,2024-01-02
600905,1386917799,这一年，我们历史性、跨越式新增装机规模突破1350万千瓦，总装机规模突破4000,$三峡能源(SH600905)$ 这一年，我们历史性、跨越式新增装机规模突破1350万千瓦，总装机规模突破4000万千瓦，年发电量突破550亿千瓦时，各项指标再创历史新高。,2024-01-01 00:16:22,2024-01-01,2024-01-02
002304,1386917800,2023洋河亏6万，济川盈利6万，总体微亏,2023洋河亏6万，济川盈利6万，总体微亏,2024-01-01 00:16:26,2024-01-01,2024-01-02
600599,1386917802,缺少烟花年味就少了！,$ST熊猫(SH600599)$缺少烟花年味就少了！,2024-01-01 00:16:30,2024-01-01,2024-01-02
601319,1386917804,兴业银行发来新年贺电！,$中国人保(SH601319)$ 兴业银行发来新年贺电！,2024-01-01 00:16:35,2024-01-01,2024-01-02
600391,1386917809,大家新年快乐,大家新年快乐,2024-01-01 00:16:42,2024-01-01,2024-01-02
600375,1386917819,周一不会直接一字涨停吧,$汉马科技(SH600375)$ 周一不会直接一字涨停吧,2024-01-01 00:17:00,2024-01-01,2024-01-02
002433,1386917824,重整投资协议和重整投资框架协议有什么区别谁知道啊,重整投资协议和重整投资框架协议有什么区别谁知道啊,2024-01-01 00:17:05,2024-01-01,2024-01-02
600489,1386917825,新年好兆头，中金第一牛！,新年好兆头，中金第一牛！,2024-01-01 00:17:06,2024-01-01,2024-01-02
002002,1386917830,重整投资协议和重整投资框架协议有什么区别谁知道啊,重整投资协议和重整投资框架协议有什么区别谁知道啊,2024-01-01 00:17:11,2024-01-01,2024-01-02
000725,1386917832,新年快乐,新年快乐,2024-01-01 00:17:15,2024-01-01,2024-01-02
000595,1386917833,新年快乐祝大家发财,新年快乐祝大家发财,2024-01-01 00:17:16,2024-01-01,2024-01-02
000425,1386917838,2024新年快乐！万事胜意！身体健康！阖家幸福！,祝散户：不论是短线的，还是长线的，都能赚钱！祝徐工的管理层：努力工作，更上一层楼，把业绩搞上去！祝操盘主力：胆子再大一点，步子再快一点，把股价打上去！,2024-01-01 00:17:29,2024-01-01,2024-01-02
300556,1386917839,无论盈利亏损，祝大家2024快乐！,$丝路视觉(SZ300556)$ 无论盈利亏损，祝大家2024快乐！,2024-01-01 00:17:33,2024-01-01,2024-01-02
601166,1386917840,拜拜,拜拜,2024-01-01 00:17:34,2024-01-01,2024-01-02
300630,1386917842,2024祝大家龙年龙腾虎跃，个个飞龙在天。一起见证普利制药的腾飞，我们一起加油干,$普利制药(SZ300630)$ 2024祝大家龙年龙腾虎跃，个个飞龙在天。一起见证普利制药的腾飞，我们一起加油干[666][666][666],2024-01-01 00:17:38,2024-01-01,2024-01-02
002855,1386917846,兄弟们，跨年快乐,$捷荣技术(SZ002855)$ 兄弟们，跨年快乐,2024-01-01 00:17:40,2024-01-01,2024-01-02
300468,1386917847,2024年，四方至少涨到30元。本神华南，会成为千万富豪！[俏皮][得意][加油,$四方精创(SZ300468)$ 2024年，四方至少涨到30元。本神华南，会成为千万富豪！[俏皮][得意][加油][加油][加油],2024-01-01 00:17:41,2024-01-01,2024-01-02
600566,1386917851,2023洋河亏6万，济川盈利6万，全年微亏，期待2024～,$济川药业(SH600566)$ 2023洋河亏6万，济川盈利6万，全年微亏，期待2024～,2024-01-01 00:17:50,2024-01-01,2024-01-02
000046,1386917852,放海,放海,2024-01-01 00:17:50,2024-01-01,2024-01-02
002456,1386917856,新年快乐呀各位,新年快乐呀各位,2024-01-01 00:17:54,2024-01-01,2024-01-02
601166,1386917858,兴业开盘有两个可能，不是涨，就是跌[呲牙][呲牙][呲牙],兴业开盘有两个可能，不是涨，就是跌[呲牙][呲牙][呲牙],2024-01-01 00:17:57,2024-01-01,2024-01-02
603818,1386917863,这样的股票也敢买入，财务数字有几分可信？,这样的股票也敢买入，财务数字有几分可信？,2024-01-01 00:18:02,2024-01-01,2024-01-02
301526,1386917871,创业板史上最低的新股，而且涵盖着各种晶源，光伏，5G，华为等多种热门题材。可是，,创业板史上最低的新股，而且涵盖着各种晶源，光伏，5G，华为等多种热门题材。可是，就是不长，因为没有庄家介入，是金子总要发光的，下周继续下跌就分批逐渐买入，赔时间不会赔钱，只要是价格够低，题材丰富，早晚会涨的，C国际复，极具投资价值，的创业板低价新股，也是史上最低的创业板新股。,2024-01-01 00:18:24,2024-01-01,2024-01-02
002458,1386917872,这货应该有大涨，这几天,这货应该有大涨，这几天,2024-01-01 00:18:27,2024-01-01,2024-01-02
300471,1386917873,关注厚普股份，冬奥会氢能源设备提供商，打破国外氢能源垄断，厚普股份给船加甲醇、氢,$五 粮 液(SZ000858)$ 关注厚普股份，冬奥会氢能源设备提供商，打破国外氢能源垄断，厚普股份给船加甲醇、氢能源、天然气，龙头企业。股价随时涨停。 近日，交通运输部等五部门联合印发了《关于加快推进现代航运服务业高质量发展的指导意见》。《指导意见》提出到2035年，形成功能完善、服务优质、开放融合、智慧低碳的现代航运服务体系$厚普股份(SZ300471)$ $京城股份(SH600860)$,2024-01-01 00:18:27,2024-01-01,2024-01-02
600733,1386917875,我举报表姐了，有用吗？,我举报表姐了，有用吗？,2024-01-01 00:18:30,2024-01-01,2024-01-02
300308,1386917877,新年快乐，祝各位中际旭创股东新的一年股价翻倍[鼓掌][鼓掌][鼓掌][鼓掌][鼓,$中际旭创(SZ300308)$ 新年快乐，祝各位中际旭创股东新的一年股价翻倍[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],2024-01-01 00:18:31,2024-01-01,2024-01-02
002456,1386917880,你好，2024！,你好，2024！,2024-01-01 00:18:47,2024-01-01,2024-01-02
300440,1386917883,龙年运达……,龙年运达……,2024-01-01 00:18:50,2024-01-01,2024-01-02
300343,1386917885,哪位老师分析一下联创股份目前情况到底是优还是差？,哪位老师分析一下联创股份目前情况到底是优还是差？,2024-01-01 00:18:52,2024-01-01,2024-01-02
002318,1386917887,新年新气象！！！,$久立特材(SZ002318)$,2024-01-01 00:18:58,2024-01-01,2024-01-02
000620,1386917889,1月份会跌破1元。,1月份会跌破1元。,2024-01-01 00:19:05,2024-01-01,2024-01-02
002962,1386917890,$五方光电(SZ002962)$,$五方光电(SZ002962)$,2024-01-01 00:19:05,2024-01-01,2024-01-02
000889,1386917891,龙年鸿运 中嘉科技100个涨停,中嘉科技 科技中的科技 有中国苹果之称 万亿市值概念 [大笑][鼓掌][发财],2024-01-01 00:19:11,2024-01-01,2024-01-02
002510,1386917892,新年快乐[福][福][福][发财][发财][发财],新年快乐[福][福][福][发财][发财][发财],2024-01-01 00:19:11,2024-01-01,2024-01-02
002962,1386917899,我炒的不是股，是黯淡人生的希望！是叫醒屈服灵魂的力量！是心有不甘后重新找到的方向,我炒的不是股，是黯淡人生的希望！是叫醒屈服灵魂的力量！是心有不甘后重新找到的方向！是儿时梦想烧成灰！是生活琐事里高高举起的杯！更是崩溃之后重见曙光的振翅高飞！我们必须严格自律潜心专注地学习和交易，不断放大提升自己的境界和格局！我们必须坚决果断，不做墙头草马后炮！要想在股市中成为赢家，必须经历过地狱般的折磨，才能具有征服天堂的力量！需要战胜的只是自己！再见2023，感恩相见！致敬2024，万事可期！,2024-01-01 00:19:20,2024-01-01,2024-01-02
600777,1386917903,龙年再励！[胜利][愉快]指尖一点，一切搞掂；宝剑一亮，黄金万两！[献花][财力,$新潮能源(SH600777)$龙年再励！[胜利][愉快]指尖一点，一切搞掂；宝剑一亮，黄金万两！[献花][财力][财力][财力][偷笑],2024-01-01 00:19:26,2024-01-01,2024-01-02
002241,1386917904,新年快乐呀各位,新年快乐呀各位,2024-01-01 00:19:28,2024-01-01,2024-01-02
601012,1386917907,转发,转发,2024-01-01 00:19:33,2024-01-01,2024-01-02
000002,1386917908,新年新气象！！！！！,$万 科Ａ(SZ000002)$,2024-01-01 00:19:35,2024-01-01,2024-01-02
002671,1386917911,龙年！从龙股涨起吧…,$龙泉股份(SZ002671)$ 龙年！从龙股涨起吧…,2024-01-01 00:19:39,2024-01-01,2024-01-02
002241,1386917919,$歌尔股份(SZ002241)$,$歌尔股份(SZ002241)$,2024-01-01 00:19:56,2024-01-01,2024-01-02
600506,1386917922,[怒][怒][怒][怒][怒][怒]，我已经够有耐性了，看它有可能是牛股，,$统一股份(SH600506)$ [怒][怒][怒][怒][怒][怒]，我已经够有耐性了，看它有可能是牛股，拿了一个月了，刚卖了两天就涨停,2024-01-01 00:19:58,2024-01-01,2024-01-02
300837,1386917926,新年发大财,新年发大财,2024-01-01 00:20:13,2024-01-01,2024-01-02
002414,1386917928,繁花，414,繁花，414,2024-01-01 00:20:15,2024-01-01,2024-01-02
601127,1386917929,祝看见这个帖子就来点赞的老铁今年都发大财！,$赛力斯(SH601127)$ 祝看见这个帖子就来点赞的老铁今年都发大财！,2024-01-01 00:20:15,2024-01-01,2024-01-02
000782,1386917931,祝大家2024年，美达股份所有人解套，股价整年节节高。,$美达股份(SZ000782)$ 祝大家2024年，美达股份所有人解套，股价整年节节高。,2024-01-01 00:20:18,2024-01-01,2024-01-02
688048,1386917932,2024雄起,2024雄起,2024-01-01 00:20:19,2024-01-01,2024-01-02
000638,1386917933,2024方方翻n倍,2024方方翻n倍,2024-01-01 00:20:19,2024-01-01,2024-01-02
603121,1386917941,祝福华培动力所有股友，2024咱们在60元见！[献花][献花][福][福][勾引,祝福华培动力所有股友，2024咱们在60元见！[献花][献花][福][福][勾引][勾引],2024-01-01 00:20:28,2024-01-01,2024-01-02
600732,1386917944,转发,转发,2024-01-01 00:20:32,2024-01-01,2024-01-02
002952,1386917946,人气一直下降这下要跌停了[卖出][卖出][卖出][卖出][卖出][卖出],$亚世光电(SZ002952)$ 人气一直下降这下要跌停了[卖出][卖出][卖出][卖出][卖出][卖出],2024-01-01 00:20:33,2024-01-01,2024-01-02
838402,1386917951,加油,加油,2024-01-01 00:20:40,2024-01-01,2024-01-02
601166,1386917952,$兴业银行(SH601166)$,$兴业银行(SH601166)$,2024-01-01 00:20:40,2024-01-01,2024-01-02
603995,1386917955,下周二，暴力直线拉涨停！,下周二，暴力直线拉涨停！,2024-01-01 00:20:47,2024-01-01,2024-01-02
600743,1386917956,新年快乐,新年快乐,2024-01-01 00:20:48,2024-01-01,2024-01-02
601127,1386917957,这股吧真热闹，祝大家明天开门吃涨停[旺柴],$赛力斯(SH601127)$ 这股吧真热闹，祝大家明天开门吃涨停[旺柴],2024-01-01 00:20:53,2024-01-01,2024-01-02
002783,1386917958,预期落空，要开板咯,预期落空，要开板咯,2024-01-01 00:20:56,2024-01-01,2024-01-02
002682,1386917959,消息出来了，明天会操作了吗？,？,2024-01-01 00:20:58,2024-01-01,2024-01-02
300634,1386917960,祝彩讯2024大涨！,祝彩讯2024大涨！,2024-01-01 00:20:59,2024-01-01,2024-01-02
